,ner_id,link,name,orcid,affiliation
488,1399,profile/Xue-Weng-3,Xue Weng,,
489,1401,profile/Mariana-Rufino,Mariana C Rufino,,"International Livestock Research Institute, Nairobi, KenyaLivestock and Environment; Center for International Forestry ResearchForests and Environment Programme; Center for International Forestry ResearchForests and Environment Programme; Technische Universität München | TUM"
490,1403,profile/Esther-Kihoro,Esther Mwihaki Kihoro,,Consultative Group on International Agricultural Research | CGIAR
491,1404,profile/Vera-Vernooij,Vera Vernooij,,"International Livestock Research Institute Nairobi, Kenya; Wageningen University & Research Netherlands; Wageningen University & Research | WUR"
492,1405,profile/Todd-Crane,Todd A. Crane,,"Wageningen University & Research Netherlands; Wageningen University & Research Netherlands; International Livestock Research Institute Addis Ababa, Ethiopia"
493,1407,profile/Sietze-Vellema,Sietze Vellema,,"Wageningen University & Research Wageningen, Netherlands; Wageningen University & Research | WUR"
494,1409,profile/Abwoli-Banana-2,Abwoli Banana,,"Makerere University Kampala, Uganda; Makerere University"
495,1410,profile/Patrick-Byakagaba,Patrick Byakagaba,,Makerere University
496,1413,profile/James-Hawkins-7,James Hawkins,,Technische Universität München | TUM
497,1414,profile/Charles-Nicholson,Charles F. Nicholson,,"Cornell University Ithaca, United States; University of Wisconsin–Madison | UW"
498,1417,profile/Reem-Hajjar,Reem Hajjar,,"Bioversity InternationalRome, Italy; University of British Columbia Vancouver, Canada; Oregon State University | OSU"
499,1419,profile/Markus-Ihalainen,Markus Ihalainen,,Consultative Group on International Agricultural Research | CGIAR
500,1420,profile/Arun-Agrawal-5,Arun Agrawal,,"University of Florida Gainesville, United States; Yale University New Haven, United States; University of Michigan Ann Arbor, United States; University of Michigan | U-M"
501,1422,profile/Gabriel-Yesuf,Gabriel Yesuf,,University of Reading
502,1424,profile/Frederico-Brandao,Frederico Brandao,,"Center for International Forestry Research Sindangbarang, Brazil; World Agroforestry Centre"
503,1430,profile/Pablo-Pacheco-6,Pablo Pacheco,,"Consultative Group on International Agricultural Research Bogor, Indonesia; Center for International Forestry Research Indonesia; World Wildlife Fund United States; World Wildlife Fund | WWF"
504,1431,profile/Ahmad-Dermawan,Ahmad Dermawan,,Norwegian University of Life Sciences (NMBU)
505,1432,profile/Heru-Komarudin,Heru Komarudin,,Consultative Group on International Agricultural Research | CGIAR
506,1434,profile/Kaala-Moombe,Kaala Moombe,,"Center for International Forestry Research, Lusaka, ZAMBIA Lusaka, Zambia"
507,1435,profile/Robert-Nasi,Robert Nasi,,Cirad - La recherche agronomique pour le développement France; Center for International Forestry ResearchIndonesia; Center for International Forestry Research | CIFOR
508,1439,profile/I-Jelsma-2,I. Jelsma,,"Wageningen University & Research Wageningen, Netherlands; Utrecht University Utrecht, Netherlands"
509,1440,profile/Annelies-Zoomers-2,Annelies Zoomers,,Utrecht University | UU
510,1441,profile/August-Van-Westen,August C. M. van Westen,,"Utrecht University Utrecht, Netherlands; Utrecht University | UU"
511,1444,profile/Kei-Otsuki,Kei Otsuki,,Utrecht University | UU
512,1463,profile/Iliana-Monterroso,Iliana Monterroso,,Center for International Forestry Research | CIFOR
513,1465,profile/Rebecca-Elmhirst,Rebecca Elmhirst,,"University of Brighton Brighton, United Kingdom; University of Brighton"
514,1468,profile/Andhika-Vega-Praputra,Andhika Vega Praputra,,Specialty Coffee Association Indonesia (SCAI); Center for International Forestry ResearchForests and Environment Programme; Samdhana Institute Indonesia
515,1469,profile/Indah-Bong,Indah Bong,,Center for International Forestry Research | CIFOR
516,1470,profile/Carola-Hofstee,Carola Hofstee,,"Center for International Forestry Research Sindangbarang, Indonesia"
517,1472,profile/Douglas-Sheil,Douglas Sheil,,"Center for International Forestry Research Indonesia; Institute of Tropical Forest Conservation (ITFC)Kabale, Uganda; Southern Cross University Lismore, Australia; Wageningen University & Research | WUR"
518,1474,profile/Manuel-Boissiere,Manuel Boissiere,,Cirad - La recherche agronomique pour le développement | CIRAD
519,1475,profile/Guillaume-Pierre-Georges-Beaudoin,"Guillaume, Pierre, Georges Beaudoin",,Center for International Forestry Research | CIFOR
520,1480,profile/Rita-Rahmawati-2,Rita Rahmawati,,Universitas Djuanda | UNIDA
521,1481,profile/Subair-Subair-2,Subair Subair,,
522,1483,profile/Zoila-Cruz,Zoila Cruz,,Universidad Nacional Agraria La Molina
523,1484,profile/Maria-De-Los-Angeles-La-Torre-Cuadros,Maria de los Angeles La Torre Cuadros,,"El Colegio de la Frontera SurDepartamento de Conservación de la Biodiversidad; El Colegio de la Frontera Sur San Cristóbal de las Casas, Mexico; Universidad Nacional Agraria La Molina Lima, Peru; Universidad Nacional Agraria La Molina"
524,1485,profile/A-Larson,A. Larson,,"Center for International Forestry Research Lima, Peru"
525,1487,profile/Sara-Mingorria,Sara Mingorría,,"Autonomous University of Barcelona Cerdanyola del Vallès, Spain; Universitat de Girona | UDG"
526,1488,profile/Rosa-Binimelis-2,Rosa Binimelis,,"Autonomous University of Barcelona Cerdanyola del Vallès, Spain; University of Vic | UVIC"
527,1491,profile/Elizabeth-Barron-2,Elizabeth S. Barron,,Norwegian University of Science and Technology | NTNU
528,1492,profile/Ram-Chaudhary-9,Ram Prasad Chaudhary,,Tribhuvan University
529,1493,profile/Eric-Gilman,Eric L Gilman,,Pelagic Ecosystems Research Group United States; The Nature Conservancy; Safina Center
530,1495,profile/Omaira-Bolanos,Omaira Bolanos,,
531,1498,profile/Erin-Sills,Erin Sills,,"North Carolina State University Raleigh, United States; Amazon Institute of People and the EnvironmentBrazil; Center for International Forestry ResearchBogor, Indonesia; North Carolina State University | NCSU"
532,1500,profile/Aoife-Bennett,Aoife Bennett,,"University of Oxford Oxford, United Kingdom; Center for International Forestry Research | CIFOR"
533,1501,profile/Alejandra-Zamora-12,Alejandra Zamora,,Kyushu University | Kyudai
534,1503,profile/Peter-Veit-2,Peter Veit,,World Resources Institute
535,1505,profile/Steven-Lawry,Steven Lawry,,Center for International Forestry Research | CIFOR
536,1506,profile/Rebecca-Mclain,Rebecca Mclain,,"Portland State University Portland, United States; Portland State University | PSU"
537,1508,profile/Dietmar-Stoian,Dietmar Stoian,,"Bioversity International Montpellier, France; Bioversity International France; World Agroforestry (ICRAF) France"
538,1509,profile/Dean-Current,Dean Current,,University of Minnesota Twin Cities | UMN
539,1513,profile/Beatriz-Rodriguez-Labajos,Beatriz Rodríguez-Labajos,,University Pompeu Fabra | UPF
540,1516,profile/Joachim-Spangenberg,Joachim H Spangenberg,,"Université de Versailles Saint-Quentin Versailles, France; Sustainable Europe Research Institute SERI GermanyGermany; Helmholtz-Zentrum für Umweltforschung Halle (Saale), Germany"
541,1517,profile/Joan-Martinez-Alier,Joan Martinez-Alier,,Autonomous University of Barcelona | UAB
542,1518,profile/Ines-Omann,Ines Omann,,"Independent ResearcherGermany; Karl-Franzens-Universität Graz Graz, Austria; Sustainable Europe Research Institute (SERI)Vienna, Austria; Wirtschaftsuniversität Wien | WU"
543,1521,profile/Walter-Pengue,Walter Alberto Pengue,,"TEEB Genève, Switzerland; IPCC Intergovernmental Panel on Climate ChangePotsdam, Germany; Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services Germany; Universidad Nacional de General Sarmiento | UNGS"
544,1524,profile/Wanda-Born-3,Wanda Elena Born,,University of Greifswald
545,1527,profile/Lucia-Fitts,Lucia Fitts,,University of Minnesota Twin Cities | UMN
546,1528,profile/Hannah-Legatzke,Hannah Legatzke,,University of Montana | UMT
547,1531,profile/Romyna-Zavala-2,Romyna Zavala,,Universidad Nacional Agraria La Molina
548,1534,profile/Victoria-Reyes-Garcia,Victoria Reyes-García,,"Autonomous University of Barcelona Cerdanyola del Vallès, Spain; Catalan Institution for Research and Advanced StudiesBarcelona, Spain; Autonomous University of Barcelona | UAB"
549,1535,profile/Jaime-Paneque-Galvez,Jaime Paneque-Gálvez,,"Autonomous University of Barcelona (UAB) Cerdanyola del Vallès, Spain"
550,1537,profile/Fernando-Angulo,Fernando Angulo,,"Centro de Ornitología y BiodiversidadSantiago de Surco, Peru; Centro de Ornitología y Biodiversidad | CORBIDI"
551,1539,profile/Matthew-Russell-11,Matthew Russell,,
552,1540,profile/Grant-Domke,Grant M. Domke,,University of Toronto Canada; University of Minnesota Twin Cities United States; US Forest Service United States; US Forest Service | FS
553,1541,profile/Brian-Miranda-2,Brian R. Miranda,,"US Forest Service Rhinelander, United States; US Forest Service | FS"
554,1544,profile/Joseph-Knight-2,Joseph F Knight,,North Carolina State UniversityCenter for Earth Observation; United States Environmental Protection AgencyNational Exposure Research Laboratory; United States Environmental Protection Agency United States; University of Minnesota Twin Cities | UMN
555,1546,profile/Mardonio-Palomino-2,Mardonio Palomino,,Oregon State University | OSU
556,1547,profile/Martin-Araujo-Flores,Martín Araujo Flores,,Universidad Nacional Agraria La Molina
557,1550,profile/Christopher-Woodall-2,Christopher William Woodall,,"IBM United States; University of Montana Washington, D.C., United States; United States Department of Agriculture United States; United States Department of Agriculture | USDA"
558,1552,profile/Marcella-Windmuller-Campione,Marcella A. Windmuller-Campione,,"Utah State University Logan, United States; University of Minnesota Twin Cities | UMN"
559,1560,profile/Eli-Sagor-2,Eli S. Sagor,,University of Minnesota Twin Cities | UMN
560,1561,profile/Michael-Kilgore,Michael A Kilgore,,University of Minnesota Twin Cities | UMN
561,1562,profile/Charlie-Blinn-2,Charlie Blinn,,University of Minnesota Twin Cities | UMN
562,1566,profile/Stephanie-Patton-3,Stephanie Patton,,University of Minnesota Twin Cities | UMN
563,1568,profile/Tao-Zhang-3,Tao Zhang,,Bayer
564,1570,profile/Shawn-Fraver,Shawn Fraver,,University of Maine | UM
565,1571,profile/Sara-Goeking,Sara A Goeking,,US Forest Service | FS
566,1573,profile/Robert-Slesak,Robert Slesak,,US Forest Service | FS
567,1579,profile/Zhengyang-Hou,Zhengyang Hou,,"University of Eastern Finland Joensuu, Finland; University of Nevada, Reno United States; University of Minnesota Twin Cities Minneapolis, United States; Beijing Forestry University"
568,1580,profile/John-Coulston,John W. Coulston,,United States Department of Agriculture | USDA
569,1582,profile/Jason-Reinhardt-2,Jason Reinhardt,,"University of Minnesota Twin Cities United States; University of Minnesota Twin Cities Minneapolis, United States; US Forest Service Moscow, United States; US Forest Service | FS"
570,1587,profile/Senait-Senay,Senait Senay,,"Lincoln University New Zealand Lincoln, New Zealand; University of Minnesota Twin Cities | UMN"
571,1589,profile/Brian-Anderson-6,Brian D Anderson,,University of Minnesota Twin Cities | UMN
572,1591,profile/Trevor-Host,Trevor Keson Host,,
573,1594,profile/Aaron-Weiskittel,Aaron Robert Weiskittel,,"University of Maine Orono, United States; University of Maine | UM"
574,1595,profile/John-Kershaw-3,John A. Kershaw,,"University of New Brunswick Fredericton, Canada; University of New Brunswick"
575,1597,profile/Brian-Palik,Brian Palik,,US Forest Service | FS
576,1600,profile/Peder-Engelstad,Peder Engelstad,,"Colorado State University Fort Collins, United States; Colorado State University | CSU"
577,1601,profile/Michael-Falkowski,Michael J. Falkowski,,"Michigan Technological UniversityHoughton, United States; University of Minnesota Twin Cities United States; Colorado State University United States; Colorado State University | CSU"
578,1602,profile/Anthony-Damato-3,Anthony D'Amato,,University of Vermont | UVM
579,1608,profile/Baijing-Cao,Baijing Cao,,"Tongji University Shanghai, China; University of Florida Gainesville, United States; University of Minnesota Twin Cities | UMN"
580,1611,profile/David-Wilson-101,David Christopher Wilson,,"Saint Mary's University of Minnesota Winona, United States; Driftless Area InitiativeUnited States; Minnesota Department of Natural Resources"
581,1613,profile/Ram-Deo,Ram K Deo,,"University of Minnesota Twin CitiesDepartment of Forest Resource; Minnesota Department of Natural Resources Grand Rapids, United States; Minnesota Department of Natural Resources United States; Minnesota Department of Natural Resources"
582,1615,profile/Christel-Kern,Christel C. Kern,,"US Forest Service Rhinelander, United States; US Forest Service | FS"
583,1618,profile/Miranda-Curzon,Miranda Curzon,,"University of Minnesota Twin Cities United States; University of Minnesota United States; Iowa State University Ames, United States; Iowa State University | ISU"
584,1620,profile/James-Westfall-2,James A. Westfall,,US Forest Service United States; US Forest Service | FS
585,1624,profile/Eric-North-2,Eric North,,"University of Minnesota Twin Cities Saint Paul, United States; University of Nebraska at Lincoln Lincoln, United States; University of Minnesota Twin Cities Minneapolis, United States"
586,1626,profile/Kevin-Potter-2,Kevin M. Potter,,"North Carolina State University Raleigh, United States; North Carolina State University Raleigh, United States; US Forest Service Durham, United States; US Forest Service | FS"
587,1634,profile/Joshua-Puhlick,Joshua J Puhlick,,"University of Maine Orono, United States; University of Maine Orono, United States; University of Maine Orono, United States"
588,1641,profile/Tuomas-Aakala,Tuomas Aakala,,University of Helsinki | HY
589,1646,profile/Bethany-Schulz,Bethany K Schulz,,United States Department of Agriculture | USDA
590,1657,profile/Laura-Kenefic,Laura Kenefic,,"US Forest Service Orono, United States"
591,1660,profile/Harold-Burkhart,Harold E. Burkhart,,Virginia Tech (Virginia Polytechnic Institute and State University) | VT
592,1661,profile/Stephen-Prisley,Stephen P. Prisley,,Virginia Tech (Virginia Polytechnic Institute and State University) | VT
593,1668,profile/Nicole-Heise-3,Nicole Heise,,Ficus PeruPeru; Center for International Forestry Research | CIFOR
594,1670,profile/Douglas-Ombogoh,Douglas Ombogoh,,Consultative Group on International Agricultural Research | CGIAR
595,1673,profile/Carol-Colfer,Carol J.P. Colfer,,Abt Associates; Center for International Forestry Research Indonesia
596,1677,profile/Peter-Cronkleton,Peter Cronkleton,,Center for International Forestry Research | CIFOR
597,1678,profile/Kristen-Evans-3,Kristen Evans,,Center for International Forestry Research | CIFOR
598,1689,profile/Nining-Liswanti,Nining Liswanti,,Consultative Group on International Agricultural Research | CGIAR
599,1691,profile/Jazmin-Gonzales-Tovar-2,Jazmín Gonzales Tovar,,Oregon State University | OSU
600,1692,profile/Grenville-Barnes,Grenville Barnes,,University of Florida | UF
601,1696,profile/Mastewal-Yami,Mastewal Yami,,Consultative Group on International Agricultural Research Ethiopia; Consultative Group on International Agricultural Research Uganda; ResearchEthiopia
602,1698,profile/Safia-Aggarwal,Safia Aggarwal,,Food and Agriculture Organization of the United Nations | FAO
603,1699,profile/Pia-Katila,Pia Katila,,Natural Resources Institute Finland (Luke)
604,1701,profile/Amy-Duchelle,Amy E. Duchelle,,
605,1706,profile/Selmira-Flores,Selmira Flores,,Universidad Centroamericana (UCA) | UCA
606,1708,profile/Arun-Pratihast,Arun KUmar Pratihast,,"Kathmandu University Kathmandu, Nepal; Wageningen University & Research Wageningen, Netherlands; Wageningen University & Research | WUR"
607,1709,profile/Alonso-Perez-Ojeda-Del-Arco,Alonso Perez Ojeda del Arco,,
608,1711,profile/Deborah-Delgado-Pugley-2,Deborah Delgado Pugley,,Pontifical Catholic University of Peru | PUCP
609,1713,profile/Antoine-Libert-Amico,Antoine Libert-Amico,,
610,1715,profile/Seema-Arora-Jonsson,Seema Arora-Jonsson,,Swedish University of Agricultural Sciences | SLU
611,1718,profile/Anna-Sanders-12,Anna Sanders,,Australian National University | ANU
612,1719,profile/Rebecca-Ford-11,Rebecca May Ford,,University of Melbourne | MSD
613,1720,profile/Rodney-Keenan,Rodney J. Keenan,,"University of Melbourne Melbourne, Australia; University of Melbourne Melbourne, Australia; University of Melbourne | MSD"
614,1723,profile/Ashwin-Ravikumar,Ashwin Ravikumar,,Center for International Forestry Research | CIFOR
615,1724,profile/Tim-Trench,Tim Trench,,Universidad Autónoma Chapingo
616,1726,profile/Dawn-Rodriguez-Ward,Dawn Rodriguez-Ward,,"The Nature ConservancyMérida, Mexico; CIFOR Pucallpa, Peru; The Nature ConservancyMexico; North Carolina State University | NCSU"
617,1729,profile/Markku-Larjavaara,Markku Larjavaara,,University of Helsinki | HY
618,1730,profile/Markku-Kanninen,Markku Kanninen,,"CATIE - Centro Agronómico Tropical de Investigación y Enseñanza Turrialba, Costa Rica; Center for International Forestry Research Sindangbarang, Indonesia; University of Helsinki Helsinki, Finland; University of Helsinki | HY"
619,1731,profile/Joni-Koskikala,Joni Koskikala,,University of Turku | UTU
620,1733,profile/Purabi-Bose-2,Purabi Bose,,Swedish University of Agricultural Sciences | SLU
621,1734,profile/Claudia-Radel,Claudia Radel,,Utah State University | USU
622,1736,profile/Arild-Angelsen,Arild Angelsen,,"Center for International Forestry Research Indonesia; Norwegian University of Life Sciences (NMBU) Ås, Norway; Norwegian University of Life Sciences (NMBU)"
623,1738,profile/Hakon-Hyldmo-3,Håkon da Silva Hyldmo,,Norwegian University of Science and Technology | NTNU
624,1744,profile/Fernanda-Soto-8,Fernanda Soto,,
625,1749,profile/Juan-Pulhin,Juan M. Pulhin,,"College of Forestry and Natural Resources, University of the Philippines Los Baños Los Baños, Philippines; University of the Philippines Los Baños | UPLB"
626,1752,profile/Therese-Dokken,Therese Dokken,,Oslo Metropolitan University
627,1753,profile/Stibniati-Atmadja-2,Stibniati Atmadja,,Center for International Forestry Research | CIFOR
628,1755,profile/Ida-Resosudarmo,Ida Aju Pradnja Resosudarmo,,Consultative Group on International Agricultural Research | CGIAR
629,1757,profile/Marina-Cromberg,Marina Cromberg,,Center for International Forestry Research | CIFOR
630,1758,profile/Maria-Fernanda-Gebara,Maria Fernanda Gebara,,
631,1759,profile/Raissa-Guerra-3,Raissa Guerra,,University of Florida | UF
632,1761,profile/Krister-Andersson-2,Krister P Andersson,,"Harvard University Cambridge, United States; Institute of behavioral scienceEnvironment and society program; Universidad de Los LagosCentre for Local and Regional Development Studies; University of Notre Dame | ND"
633,1764,profile/Laurene-Feintrenie,Laurène Feintrenie,,"Center for International Forestry Research Sindangbarang, Indonesia; Institute of Research for Development Montpellier, France; Cirad - La recherche agronomique pour le développement Montpellier, France; Cirad - La recherche agronomique pour le développement | CIRAD"
634,1765,profile/Claude-Garcia,Claude A. Garcia,,"Center for International Forestry Research Bogor, Indonesia; ETH Zurich Switzerland; ETH Zurich Switzerland; Bern University of Applied Sciences | BFH"
635,1768,profile/Ashwini-Chhatre,Ashwini Chhatre,,"Duke University Durham, United States; University of Illinois, Urbana-Champaign Urbana, United States; Indian School of Business Hyderabad, India; Indian School of Business | ISB"
636,1769,profile/Shikha-Lakhanpal,Shikha Lakhanpal,,"University of Illinois, Urbana-Champaign | UIUC"
637,1772,profile/Jesse-Ribot,Jesse Ribot,,American University Washington D.C. | AU
638,1774,profile/Ganga-Dahal-2,Ganga Ram Dahal,,Food and Agriculture Organization of the United Nations | FAO
639,1787,profile/Fabiano-Toni,Fabiano Toni,,University of Brasília | UnB
640,1788,profile/Mario-Vallejo-4,Mario Vallejo,,Universidad Tecnológica Centroamericana | UNITEC
641,1797,profile/Joseph-Tanui,Joseph Kibet Tanui,,Consultative Group on International Agricultural Research | CGIAR
642,1798,profile/Stepha-Mcmullin,Stepha McMullin,,Consultative Group on International Agricultural Research | CGIAR
643,1800,profile/Sheilla-Tallam,Sheilla Tallam,,
644,1801,profile/Alice-Muller,Alice Muller,,
645,1802,profile/Mutsotso-Beneah,Mutsotso Beneah,,University of Nairobi | UON
646,1804,profile/Kenneth-Masuki-2,Kenneth F. G. Masuki,,"Association for Land use Environmental care Research and Techonology transfer (ALERT) Tanzania; Global Water Partnership, Tanzania (GWP-TZ)Arusha, Tanzania; Suba Agro Trading and Engeneering Co. Ltd Arusha, Tanzania"
647,1806,profile/Mieke-Bourne,Mieke Bourne,,Consultative Group on International Agricultural Research | CGIAR
648,1807,profile/Joan-Kimaiyo,Joan Cheronoh Kimaiyo,,World Agroforestry Centre
649,1808,profile/Delia-Catacutan,Delia Catacutan,,Consultative Group on International Agricultural Research | CGIAR
650,1810,profile/Zenebe-Adimassu,Zenebe Adimassu,,"Consultative Group on International Agricultural Research Colombo, Sri Lanka; International Water Management Institute, Addis Ababa, EthiopiaWater, Land and Ecosystems; International Water Management Institute"
651,1813,profile/Sheila-Rao-3,Sheila N. Rao,,"Carleton University Ottawa, Canada; Concordia University Montreal"
652,1814,profile/Rick-Kamugisha,Rick Kamugisha,,Makerere University
653,1818,profile/Waga-Mazengia,Waga Mazengia,,Amhara Regional Agricultural Research Institute | ARARI
654,1820,profile/Hailemichael-Beyene,Hailemichael Beyene,,ICRAF Kenya; Consultative Group on International Agricultural Research | CGIAR
655,1823,profile/Anja-Gassner,Anja Gassner,,Consultative Group on International Agricultural Research | CGIAR
656,1824,profile/Makui-Parmutia,Makui Parmutia,,Consultative Group on International Agricultural Research | CGIAR
657,1826,profile/Vincent-Gitz-2,Vincent Gitz,,Center for International Forestry Research | CIFOR
658,1827,profile/Jianchu-Xu,Jianchu Xu,,Chinese Academy of Sciences | CAS
659,1828,profile/Elaine-Springgay-2,Elaine Springgay,,Food and Agriculture Organization of the United Nations | FAO
660,1830,profile/Hanna-Ihli,Hanna Julia Ihli,,"Georg-August-Universität Göttingen Göttingen, Germany; World Agroforestry (ICRAF)Nairobi, Kenya; Leibniz University Hannover Hannover, Germany; University of Bonn | Uni Bonn"
661,1831,profile/Brian-Chiputwa,Brian Chiputwa,,"World Agroforestry Centre Nairobi, Kenya; World Agroforestry Centre Nairobi, Kenya; Consultative Group on International Agricultural Research | CGIAR"
662,1835,profile/Rhett-Harrison-2,Rhett D. Harrison,,"Xishuangbanna Tropical Botanical Garden Mengla, China; Kunming Institute of Botany, Chinese Academy of Sciences China; World Agroforestry Centre Zambia"
663,1836,profile/Adriana-Vidal-2,Adriana Vidal,,
664,1838,profile/Yves-Zinngrebe,Yves Zinngrebe,,Helmholtz-Zentrum für Umweltforschung | UFZ
665,1839,profile/Elena-Borasino,Elena Borasino,,Grupo de Análisis para el Desarrollo | GRADE
666,1841,profile/Ewald-Schnug,Ewald Schnug,,"Technische Universität Braunschweig Braunschweig, Germany; Technische Universität Braunschweig Braunschweig, Germany; CIEC Shenyang, China; Chinese Academy of Sciences | CAS"
667,1844,profile/Priscilla-Wainaina,Priscilla Wainaina,,Consultative Group on International Agricultural Research | CGIAR
668,1847,profile/Emilie-Smith-Dumont,Emilie Smith Dumont,,
669,1848,profile/Genevieve-Agaba,Genevieve Agaba,,"Consultative Group on International Agricultural Research Kenya; Bangor University Bangor, United Kingdom; Bangor University Bangor, United Kingdom"
670,1850,profile/Manichanh-Satdichanh,Manichanh Satdichanh,,"Xishuangbanna Tropical Botanical GardenChina; World Agroforestry Centre, East and Central Asia, Kunming Institute of Botany, CASChina; University of Hawaiʻi at Mānoa Honolulu, United States; University of Hawaiʻi at Mānoa | UH Manoa"
671,1851,profile/Kai-Yan-3,Kai Yan,,Yunnan Agricultural University
672,1852,profile/Gbadamassi-Dossa,Gbadamassi Gouvide O. Dossa,,"Chinese Academy of Sciences Beijing, China; Chinese Academy of Sciences | CAS"
673,1854,profile/Oliver-Musshoff,Oliver Musshoff,,Georg-August-Universität Göttingen | GAUG
674,1856,profile/Tor-Gunnar-Vagen,Tor-Gunnar Vågen,,Consultative Group on International Agricultural Research | CGIAR
675,1858,profile/Mohamed-Faisal-Mohd-Noor,Mohamed Faisal Mohd Noor,,WWF Malaysia
676,1859,profile/Anne-Terheggen,Anne Terheggen,,University of Cape Town South Africa; Consultative Group on International Agricultural Research China; Consultative Group on International Agricultural Research Kenya
677,1861,profile/Lindsey-Elliott-2,Lindsey Elliott,,The Open University (UK)
678,1862,profile/Fergus-Sinclair,Fergus Sinclair,,Consultative Group on International Agricultural Research | CGIAR
679,1864,profile/Birthe-Paul,Birthe Katharina Paul,,"Consultative Group on International Agricultural Research Washington, D.C., United States; Consultative Group on International Agricultural Research | CGIAR"
680,1865,profile/Bernard-Vanlauwe,Bernard Vanlauwe,,Consultative Group on International Agricultural Research | CGIAR
681,1866,profile/F-Ayuke,F. O. Ayuke,,Wageningen University & Research | WUR
682,1868,profile/Eike-Luedeling,Eike Luedeling,,"Consultative Group on International Agricultural Research Nairobi, Kenya; University of Bonn Germany; University of Bonn Germany; University of Bonn | Uni Bonn"
683,1870,profile/Patti-Kristjanson,Patti Kristjanson,,
684,1871,profile/Joash-Mango,Joash Mango,,Consultative Group on International Agricultural Research | CGIAR
685,1873,profile/Silvia-Haneklaus-2,Silvia Hildegard Haneklaus,,"Julius Kühn-Institut (JKI) Braunschweig, Germany; Chinese Academy of Sciences | CAS"
686,1875,profile/Laroui-Habib,Laroui Habib,,University Ahmed Draia - Adrar | Adrar
687,1878,profile/Gerd-Sparovek,Gerd Sparovek,,"University of São Paulo Brazil; University of São Paulo São Paulo, Brazil; Chalmers University of Technology Sweden; University of São Paulo | USP"
688,1879,profile/Isabella-De-Maria,Isabella Clerici De Maria,,"Instituto Agronômico de Campinas Campinas, Brazil; Instituto Agronômico de Campinas"
689,1881,profile/Kassa-Habtemariam-2,Kassa Habtemariam,,Consultative Group on International Agricultural Research | CGIAR
690,1882,profile/Abrham-Abiyu,Abrham Abiyu,,"University of Natural Resources and Life Sciences Vienna Vienna, Austria; Friedrich-Alexander-University of Erlangen-Nürnberg Erlangen, Germany; Consultative Group on International Agricultural Research Addis Ababa, Ethiopia; Consultative Group on International Agricultural Research | CGIAR"
691,1883,profile/Niguse-Hagazi,Niguse Hagazi,,World Agroforestry Centre
692,1884,profile/Mulugeta-Mokria,Mulugeta Gemi Mokria,,"Consultative Group on International Agricultural ResearchMontpellier, France; Consultative Group on International Agricultural Research | CGIAR"
693,1886,profile/Bastiaan-Louman,Bastiaan Louman,,"CATIE - Centro Agronómico Tropical de Investigación y Enseñanza Turrialba, Costa Rica"
694,1887,profile/Seth-Shames,Seth Shames,,
695,1889,profile/Paulo-Niederle,Paulo Niederle,,"Universidade Federal do ParanáPontal do Paraná, Brazil; Universidade Federal do Rio Grande do SulDepartamento de Sociologia; Universidade Federal do Rio Grande do Sul | UFRGS"
696,1890,profile/Natalia-Estrada-Carmona,Natalia Estrada-Carmona,,Bioversity International
697,1892,profile/Eric-Penot,Eric Penot,,"Cirad - La recherche agronomique pour le développement Montpellier, France; Université de MontpellierFrance; Cirad - La recherche agronomique pour le développement | CIRAD"
698,1893,profile/Arini-Utami,Arini Utami,,Universitas Gadjah Mada | UGM
699,1894,profile/Yekti-Asih-Purwestri,Yekti Asih Purwestri,,Universitas Gadjah Mada | UGM
700,1895,profile/Gede-Wibawa,Gede Wibawa,,
701,1897,profile/Alexandre-Meybeck-2,Alexandre Meybeck,,Center for International Forestry Research | CIFOR
702,1899,profile/Nathanael-Pingault,Nathanaël Pingault,,Center for International Forestry Research | CIFOR
703,1900,profile/Helen-Ding,Helen Ding,,"Université Catholique de Louvain - UCLouvain Louvain-la-Neuve, Belgium; Independent ResearcherNew York City, United States; World Resources Institute United States; World Resources Institute"
704,1902,profile/Meine-Van-Noordwijk,Meine Van Noordwijk,,Consultative Group on International Agricultural ResearchIndonesia; Consultative Group on International Agricultural Research Indonesia; Consultative Group on International Agricultural Research | CGIAR
705,1903,profile/Peter-Minang,Peter A. Minang,,Consultative Group on International Agricultural Research | CGIAR
706,1904,profile/Sonya-Dewi,Sonya Dewi,,Consultative Group on International Agricultural Research | CGIAR
707,1907,profile/Orlando-Cimino,Orlando Cimino,,"INEA Istituto Nazionale di Economia Agraria Italy; Council for Agricultural Research and Agricultural Economy AnalysisRome, Italy; Council for Agricultural Research and Agricultural Economy Analysis | CREA"
708,1908,profile/Simone-Orlandini,Simone Orlandini,,"Italian National Research Council Rome, Italy; University of Florence Florence, Italy; University of Florence | UNIFI"
709,1910,profile/Mukhammad-Zulkarnain,Mukhammad Thoha Zulkarnain,,Consultative Group on International Agricultural Research | CGIAR
710,1911,profile/Adrian-Dwiputra,Adrian Dwiputra,,
711,1916,profile/Roberto-Capone,Roberto Capone,,Centre international de hautes études agronomiques méditerranéennesPrincipal Administrator; Ministero delle Politiche Agricole e Forestali; Ministero delle Politiche Agricole e Forestali
712,1917,profile/Elliot-Berry-2,Elliot M Berry,,"Yale University New Haven, United States; Sapienza University of Rome Rome, Italy; University of Milan Milan, Italy; Hebrew University of Jerusalem | HUJI"
